artist,name,song,person,sentence,year,highestRank
YBN Nahmir,Rick,Rubbin Off The Paint,True,I'm cookin up in the lab like I'm Rick and Morty,2017.0,46.0
Gene Autry,Rudolph,Rudolph The Red-Nosed Reindeer,True,Rudolph the red-nosed reindeer,2018.0,16.0
Drake Featuring 2 Chainz & Young Thug,Derrick,Sacrifices,True,I'm talkin' Rose like Derrick,2017.0,36.0
Drake Featuring 2 Chainz & Young Thug,Drake,Sacrifices,True,"Wishin' on a star, could they be like Drake",2017.0,36.0
Drake Featuring 2 Chainz & Young Thug,Katrina,Sacrifices,True,I'm talkin' wet like Katrina,2017.0,36.0
Drake Featuring 2 Chainz & Young Thug,Kendall,Sacrifices,True,"Kendall turned 21, was up the street with 21",2017.0,36.0
Drake Featuring 2 Chainz & Young Thug,Patty,Sacrifices,True,Big bezel on the Patty,2017.0,36.0
Drake Featuring 2 Chainz & Young Thug,Sunny,Sacrifices,True,"I'm talkin' sunny like D, Sunny",2017.0,36.0
Drake Featuring 2 Chainz & Young Thug,Vince,Sacrifices,True,"Trap jumpin' like the Carter, we into jumpin' like Vince",2017.0,36.0
Huncho Jack,Ace,Saint,True,"She drowning, swim in the Ace",2018.0,92.0
Iggy Azalea,Sally,Sally Walker,True,"Lil' Sally Walker, walkin' down the street",2019.0,62.0
Drake,Adele,Sandra's Rose,True,Every title doin' numbers like I'm Miss Adele,2018.0,27.0
Drake,Amber,Sandra's Rose,True,I make them hoes walk together like I'm Amber,2018.0,27.0
Drake,Maverick,Sandra's Rose,True,Maverick Carter couldn't even get the deal done,2018.0,27.0
Drake,Mohamed,Sandra's Rose,True,My house is full of supermodels just like Mohamed Hadid,2018.0,27.0
Drake,Rick,Sandra's Rose,True,"Rick Pitino, I take 'em to strip clubs and casinos",2018.0,27.0
Drake,Sammy,Sandra's Rose,True,Had me all in Nipsey hood and go link up with Sammy,2018.0,27.0
Drake,Sandra,Sandra's Rose,True,"My mother had a flower shop, but I was Sandra's rose",2018.0,27.0
Lil Uzi Vert,Steve,Sauce It Up,True,These niggas so bad it's exhaustin'I swear I'm a stunna like Steve Austin,2017.0,100.0
XXXTENTACION,Ashley,Sauce!,True,Ashley,2019.0,89.0
XXXTENTACION,Mary-Kate,Sauce!,True,"Pull up, uh, with two white bitches, Mary-Kate,",2019.0,89.0
A Boogie Wit da Hoodie,Bobby,Say A',True,"Shoutout BK, Free Bobby, and Free Rowdy",2017.0,75.0
Bryson Tiller,Giuseppe,Self-Made,True,"Bought Giuseppe for myself, spent them blessings on myself",2017.0,85.0
Bryson Tiller,Noble,Self-Made,True,"Word to Joker Noble, we don't do this shit for fun",2017.0,85.0
Bryson Tiller,Wayne,Self-Made,True,"Pull up on your block, Icy Hot, Wayne Gretzkey",2017.0,85.0
Cardi B & YG,Jesus,She Bad,True,"Prolly make the preacher sweat, read the Bible, Jesus wept",2018.0,57.0
Cardi B & YG,Nova,She Bad,True,"I could buy designer, but this Fashion Nova fit",2018.0,57.0
Travis Scott,Chase,Sicko Mode,True,I just landed in Chase B mixes pop like Jamba juice,2018.0,1.0
Travis Scott,Jesus,Sicko Mode,True,"Baguettes in my ice, Jesus Christ",2018.0,1.0
Travis Scott,Stacy,Sicko Mode,True,"Stacy Dash, most these of girls ain't got a clue",2018.0,1.0
Drake,Lisa,Signs,True,Like Lisa,2017.0,100.0
Drake,Winnie,Signs,True,"Yeah, you want a supermodel pose like mi real friend Winnie",2017.0,100.0
Becky G + Natti Natasha,Becky,Sin Pijama,True,"Becky G, baby",2018.0,70.0
Drake Featuring PARTYNEXTDOOR,Kelly,Since Way Back,True,We gotta listen to the old Kelly,2017.0,70.0
Drake Featuring PARTYNEXTDOOR,Will,Since Way Back,True,I've been out in Bel-Air like Will was,2017.0,70.0
Thomas Rhett,Joe,Sixteen,True,But they turn me away when I go to the Cotton Eyed Joe,2018.0,42.0
Drake,Austin,Skepta Interlude,True,"Got the Austin Powers, a man's extra groovy",2017.0,76.0
Drake,Damon,Skepta Interlude,True,"They wanna bust jokes, they think I'm Damon Wayans",2017.0,76.0
Drake,Julie,Skepta Interlude,True,"Don't phone me, send a text to Julie",2017.0,76.0
Drake,Kobe,Skepta Interlude,True,"Stand up tall, right next to Kobe",2017.0,76.0
Drake,Martin Luther,Skepta Interlude,True,"Like Martin Luther, man, I had a dream",2017.0,76.0
Miguel Featuring Travis Scott,Jordan,Sky Walker,True,"In my 23s, havin' a Jordan moment",2017.0,29.0
Miguel Featuring Travis Scott,Luke,Sky Walker,True,I'm Luke Skywalkin' on these haters,2017.0,29.0
Miguel Featuring Travis Scott,Tom,Sky Walker,True,"Top Gun, on my Tom Cruise",2017.0,29.0
Dustin Lynch,John,Small Town Boy,True,"Little hat down, little John Deere.",2017.0,75.0
JAY-Z Featuring Gloria Carter,Anita,Smile,True,"Anita Baker's \You Bring Me Joy\""""",2017.0,56.0
JAY-Z Featuring Gloria Carter,Chris,Smile,True,Kept the trey on me like Chris Paulin',2017.0,56.0
JAY-Z Featuring Gloria Carter,Jimmy,Smile,True,Respect Jimmy Iovine,2017.0,56.0
JAY-Z Featuring Gloria Carter,Marie,Smile,True,"Marie Antoinette, baby, let 'em eat cake",2017.0,56.0
Florida Georgia Line,Elvis,Smooth,True,Like a Sunday morning Elvis,2017.0,89.0
Lil Baby,Bernice,Southside,True,"Bad bitch lookin' like Bernice, I call her Slim Jim",2018.0,79.0
Lil Baby,Jim,Southside,True,"Bad bitch lookin' like Bernice, I call her Slim Jim",2018.0,79.0
Metro Boomin Featuring Gunna,Rick,Space Cadet,True,Got Rick Owen jeans,2018.0,51.0
Tim McGraw & Faith Hill,Aretha,Speak To A Girl,True,"She don't give a damn 'bout your Benjamin Franklin's, she wants Aretha",2017.0,61.0
Tim McGraw & Faith Hill,Benjamin,Speak To A Girl,True,"She don't give a damn 'bout your Benjamin Franklin's, she wants Aretha",2017.0,61.0
"Meek Mill Featuring Future, Roddy Ricch & Young Thug",Richie,Splash Warning,True,"In that Richie Mille, ain't no tick tock",2018.0,77.0
Travis Scott,Ellen,Stargazing,True,"We propellin', up top with Ellen, uh",2018.0,27.0
Travis Scott,Kobe,Stargazing,True,"I'm way too gold for this beef, feel like I'm Kobe, yeah",2018.0,27.0
Lil Wayne Featuring Ashanti & Mack Maine,Ashanti,Start This S**t Off Right,True,Got you Ashanti,2018.0,76.0
Lil Wayne Featuring Ashanti & Mack Maine,Carter,Start This S**t Off Right,True,"And since I'm on my Spanish shit, it's Carter cinco",2018.0,76.0
A Boogie Wit da Hoodie Featuring Offset & Tyga,Ray,Startender,True,"I ain't Ray J, told a bitch, \Wait a minute\""""",2019.0,59.0
A Boogie Wit da Hoodie Featuring Offset & Tyga,Remy,Startender,True,And my bitch ride for me like Remy,2019.0,59.0
Post Malone,Andrew,Stay,True,"Mr. Andrew Watt, ladies and gentlemen",2018.0,17.0
6ix9ine Featuring Bobby Shmurda,Bobby,STOOPID,True,"Free Bobby, free Rowdy, free Cueno, free the 9",2018.0,25.0
6ix9ine Featuring Bobby Shmurda,Jay,STOOPID,True,"Shoutout Jay Dee, shoutout Kooda, Dee Savv, those my guys",2018.0,25.0
6ix9ine Featuring Bobby Shmurda,Jimmy,STOOPID,True,Shoutout Jimmy for the drip,2018.0,25.0
6ix9ine Featuring Bobby Shmurda,Nick,STOOPID,True,"Bitch, I'm Nick Cannon with this drum-dr-drum-drum-drum",2018.0,25.0
Joyner Lucas & Chris Brown,Chris,Stranger Things,True,"You wiggity-wack with the strap, you cross Chris, make you jump",2018.0,91.0
Joyner Lucas & Chris Brown,Michael,Stranger Things,True,Think I'm gon' dance on the moon like Michael,2018.0,91.0
Joyner Lucas & Chris Brown,Phil,Stranger Things,True,"Take flex, Fresh Prince, Uncle Phil these niggas",2018.0,91.0
Gucci Mane Featuring Slim Jxmmi & Young Dolph,Diana,Stunting Ain't Nuthin,True,Got these hoes singing Diana Ross,2017.0,95.0
Gucci Mane Featuring Slim Jxmmi & Young Dolph,Jim,Stunting Ain't Nuthin,True,Uncle Jim,2017.0,95.0
Gucci Mane Featuring Slim Jxmmi & Young Dolph,Stuart,Stunting Ain't Nuthin,True,"Your pockets looking brittle, you a rat, Stuart Little",2017.0,95.0
Post Malone,Anthony,Sugar Wraith,True,"Your new shit sucks, I feel like Anthony Fantano",2018.0,57.0
Migos,Al,Supastars,True,"Camera phone, Scarface, Al Capone",2018.0,53.0
Migos,Marvin,Supastars,True,Marvin the Martian,2018.0,53.0
Migos,Pablo,Supastars,True,On more PJs than Pablo,2018.0,53.0
Drake,Bernie,Survival,True,"Daddy got suits like Bernie Mac, he dresses himself",2018.0,17.0
Jason Derulo Featuring Nicki Minaj & Ty Dolla $ign,John,Swalla,True,"He know I'm a fashion killa, word to John Galliano",2017.0,29.0
Jason Derulo Featuring Nicki Minaj & Ty Dolla $ign,Valentino,Swalla,True,"He copping that Valentino, ain't no telling me \no\""""",2017.0,29.0
A Boogie Wit da Hoodie Featuring 6ix9ine,London,Swervin,True,"Oh, that's London On Da Track, run that shit back",2019.0,38.0
Katy Perry Featuring Nicki Minaj,Katy,Swish Swish,True,"I only rock with Queens, so I'm makin' hits with Katy",2017.0,46.0
Katy Perry Featuring Nicki Minaj,Nicki,Swish Swish,True,Nicki gettin' tan,2017.0,46.0
"DJ Snake Featuring Selena Gomez, Ozuna & Cardi B",Adele,Taki Taki,True,Adele,2018.0,11.0
"DJ Snake Featuring Selena Gomez, Ozuna & Cardi B",Hayley,Taki Taki,True,"Get your hands off my man, Hayley Baldwin",2018.0,11.0
"DJ Snake Featuring Selena Gomez, Ozuna & Cardi B",Selena,Taki Taki,True,Selena G and Cardi B,2018.0,11.0
Post Malone,Bud,Takin' Shots,True,"Sippin' Bud Light, that's a new cruise",2018.0,29.0
Post Malone,Hannah,Takin' Shots,True,Help my bro with Hannah since I'm Jason Williams,2018.0,29.0
Post Malone,Jason,Takin' Shots,True,Help my bro with Hannah since I'm Jason Williams,2018.0,29.0
Trippie Redd,Scott,Taking A Walk,True,Scott Storch,2018.0,46.0
Tory Lanez & Rich The Kid,Ben,Talk To Me,True,"The Wraith red, Ben Frank, my friend's dead",2018.0,43.0
Drake Featuring JAY-Z,Max,Talk Up,True,"Based off of that, they gotta run me the Max",2018.0,100.0
Tyga Featuring Offset,Charles,Taste,True,"3400 Nawfside, Charles Barkley",2018.0,10.0
Tyga Featuring Offset,Mary-Kate,Taste,True,"It's all the same, like Mary-Kate",2018.0,10.0
Drake,Jesus,Teenage Fever,True,"I'm wafflin', but man is tired, fam, Jesus Christ",2017.0,35.0
Future,Richard,Temptation,True,Richard Mille I had seen in that form,2019.0,76.0
Kodak Black,Robin,Testimony,True,"Jackboy, that's my G, we like Batman and Robin",2018.0,74.0
Ariana Grande,Ari,"Thank U, Next",True,Cause her name is Ari,2018.0,1.0
Ariana Grande,Malcolm,"Thank U, Next",True,"Wish I could say, \Thank you\"" to Malcolm""",2018.0,1.0
Ariana Grande,Pete,"Thank U, Next",True,"And for Pete, I'm so thankful",2018.0,1.0
Ariana Grande,Ricky,"Thank U, Next",True,Wrote some songs about Ricky,2018.0,1.0
Ariana Grande,Sean,"Thank U, Next",True,Thought I'd end up with Sean,2018.0,1.0
Carrie Underwood Featuring Ludacris,Ali,The Champion,True,But your flag on your back like Ali,2018.0,47.0
Carrie Underwood Featuring Ludacris,Carrie,The Champion,True,Carrie,2018.0,47.0
Carrie Underwood Featuring Ludacris,Rocky,The Champion,True,I'm a fighter like Rocky,2018.0,47.0
Lauren Daigle,Jack,The Christmas Song,True,"Jack Frost nipping on your nose,",2018.0,55.0
Lauren Daigle,Merry,The Christmas Song,True,A very Merry Christmas to you,2018.0,55.0
Pusha T,Rae,The Games We Play,True,I am your Ghost and your Rae,2018.0,100.0
Kendrick Lamar,Donald,The Heart Part 4,True,"Donald Trump is a chump, know how we feel, punk",2017.0,22.0
Kendrick Lamar,Jay,The Heart Part 4,True,"Hoe, Jay Z",2017.0,22.0
Kendrick Lamar,Lee,The Heart Part 4,True,"Lee Baca, on trail tryin' portray a boxer",2017.0,22.0
Ariana Grande Featuring Nicki Minaj,Ariana,The Light Is Coming,True,"Yo Ariana, come let me give you a high five",2018.0,89.0
G-Eazy,Gerald,The Plan,True,"Hall of fame, Gerald's a shoe in",2017.0,96.0
G-Eazy,Jordan,The Plan,True,"You'll never be Jordan, you're more Patrick Ewing",2017.0,96.0
G-Eazy,Marty,The Plan,True,"Roll me some, Marty, and I'm finna light this shit",2017.0,96.0
G-Eazy,Patrick,The Plan,True,"You'll never be Jordan, you're more Patrick Ewing",2017.0,96.0
Tay-K,Eli,The Race,True,Eli blast cracking 4s like a vase,2017.0,44.0
Tay-K,Michael,The Race,True,"Bitch try to rob, we make her dance, Michael Jackson",2017.0,44.0
Tim McGraw & Faith Hill,Ron,The Rest Of Our Life,True,Son; it'd be Ron,2017.0,98.0
Eminem,Cole,The Ringer,True,If you ain't Kendrick or Cole,2018.0,39.0
Eminem,Jesus,The Ringer,True,"Jesus Christ man, how many times is someone gonna fuck on my bitch?",2018.0,39.0
Eminem,Kendrick,The Ringer,True,If you ain't Kendrick or Cole,2018.0,39.0
Eminem,Mike,The Ringer,True,Like vice-president Mike Pence,2018.0,39.0
Eminem,Paul,The Ringer,True,"Paul wants me to chill, y'all want me to ill",2018.0,39.0
Eminem,Sean,The Ringer,True,Sean then you're a goner,2018.0,39.0
Eminem,Stan,The Ringer,True,"Maybe \Stan\"" just isn't your cup of tea""",2018.0,39.0
Eminem,Taylor,The Ringer,True,But bitch I'm off the chain like Taylor Brown,2018.0,39.0
Eminem,Wayne,The Ringer,True,"Lil Pump, Lil Xan imitate Lil Wayne",2018.0,39.0
Lil Uzi Vert Featuring Nicki Minaj,Rick,The Way Life Goes,True,Ice out on my RAF you strapped up your Rick,2017.0,24.0
Future & Young Thug,Dexter,Three,True,Codeine laboratory like on Dexter,2017.0,100.0
Future & Young Thug,Peter,Three,True,"Peter Piper picker, I never kept her",2017.0,100.0
Cardi B,Jesus,Thru Your Phone,True,"Little bitch, I cannot stand you, right hand to Jesus",2018.0,50.0
Meek Mill Featuring Kodak Black,Jay,Tic Tac Toe,True,Nigga like the new Jay-Z,2018.0,72.0
Lil Baby Featuring Meek Mill,Richard,Time,True,"Richard Millie cost a quarter milli', I got more than one",2018.0,62.0
A Boogie Wit da Hoodie Featuring DJ SPINKING,Bruce,Timeless,True,"Bruce Lee kick it with me, I be stylin'",2017.0,86.0
DJ Khaled Featuring Drake,Gus,To The Max,True,"Excuse me, Gus",2017.0,53.0
"DJ Khaled Featuring JAY Z, Future & B",Georgie,Top Off,True,Meanwhile Georgie Porgie sinnin' and sendin' me threats,2018.0,22.0
"DJ Khaled Featuring JAY Z, Future & B",Juan,Top Off,True,"Keep it real with you, that was Juan's bill",2018.0,22.0
Trippie Redd,Jesus,Topanga,True,Open my hands like Jesus and save ya,2018.0,52.0
Rick Ross Featuring Young Thug & Wale,Carol,Trap Trap Trap,True,Like Carol City one state,2017.0,97.0
Rick Ross Featuring Young Thug & Wale,Khloe,Trap Trap Trap,True,Just like Omar and Khloe,2017.0,97.0
Rick Ross Featuring Young Thug & Wale,Omar,Trap Trap Trap,True,Just like Omar and Khloe,2017.0,97.0
Rick Ross Featuring Young Thug & Wale,Rick,Trap Trap Trap,True,In the trap I'm Rick Ross,2017.0,97.0
Rick Ross Featuring Young Thug & Wale,Russ,Trap Trap Trap,True,In the label I'm Russ,2017.0,97.0
Rick Ross Featuring Young Thug & Wale,Tom,Trap Trap Trap,True,"Bitch I'm richer than Tom Cruise, yeah",2017.0,97.0
A Boogie Wit da Hoodie Featuring 21 Savage,Nia,Undefeated,True,Fuck her like she Nia Long,2017.0,84.0
A Boogie Wit da Hoodie Featuring 21 Savage,Steve,Undefeated,True,Steve Stephen ass nigga now your bitch gone,2017.0,84.0
Lil Uzi Vert Featuring The Weeknd,Gilbert,UnFazed,True,"Countin' Washingtons, this Gilbert Arenas",2017.0,84.0
Eminem,Freddie,Untouchable,True,Freddie,2017.0,86.0
Eminem,Heidi,Untouchable,True,We know you're hiding that Heidi Klum on you,2017.0,86.0
Eminem,Rodney,Untouchable,True,We see them beat Rodney King and got off,2017.0,86.0
Eminem,Steve,Untouchable,True,"with a derringer- or be \capped in America\"" like Steve Rogers""",2017.0,86.0
YoungBoy Never Broke Again,Aaron,Untouchable,True,Trey and Aaron,2017.0,95.0
YoungBoy Never Broke Again,Monique,Untouchable,True,This for Monique for loving me and bein' my helping hand,2017.0,95.0
YoungBoy Never Broke Again,Trey,Untouchable,True,Trey and Aaron,2017.0,95.0
Metro Boomin Featuring Travis Scott & Young Thug,Pat,Up To Something,True,I'm in the projects without Pat,2018.0,100.0
Metro Boomin Featuring Travis Scott & Young Thug,Patrick,Up To Something,True,"Patrick Swazey, Swazey, Swazey, save me",2018.0,100.0
Metro Boomin Featuring Travis Scott & Young Thug,Tyson,Up To Something,True,"Lil' mama ready, she Tyson, go get her",2018.0,100.0
Lil Wayne,Don,Uproar,True,"Listenin' to Bono, you listen to Don O",2018.0,29.0
Lil Wayne,Mac,Uproar,True,Ayo Mac,2018.0,29.0
Lil Wayne,Wayne,Uproar,True,Wayne time,2018.0,29.0
Meek Mill Featuring Fabolous & Anuel AA,Jennifer,Uptown Vibes,True,"Y las nalga' como Jennifer Lopez, brrr",2018.0,39.0
Lil Wayne,Ivan,Used 2,True,"I feel like Ivan Drago, if he dies, he dies",2018.0,78.0
Eminem,Danica,Venom,True,Danica Patrick,2018.0,43.0
Eminem,Eddie,Venom,True,Eddie Brock is you,2018.0,43.0
Eminem,Edgar,Venom,True,"L-l-lick like a salad bowl, Edgar Allen",2018.0,43.0
Kanye West,Marlin,Violent Crimes,True,"Matter of fact Marlin, this ain't Meet the Fockers",2018.0,27.0
Kanye West,Martin,Violent Crimes,True,"I answered the door, like Will Smith and Martin",2018.0,27.0
Kanye West,Nicki,Violent Crimes,True,"I hope she like Nicki, I'll make her a monster",2018.0,27.0
Kanye West,Will,Violent Crimes,True,"I answered the door, like Will Smith and Martin",2018.0,27.0
Quavo,John,W O R K I N M E,True,"Take 'em way back, Lil John energy",2018.0,52.0
6ix9ine Featuring A Boogie Wit da Hoodie,Scott,WAKA,True,Scott Storch,2018.0,51.0
6ix9ine Featuring A Boogie Wit da Hoodie,Timmy,WAKA,True,Wishing I could wish for anything like Timmy Turner,2018.0,51.0
6ix9ine Featuring A Boogie Wit da Hoodie,Tommy,WAKA,True,"Put this Tommy to his brain, please, like he Brady",2018.0,51.0
6ix9ine Featuring A Boogie Wit da Hoodie,Tracy,WAKA,True,"That bitch know I'm number one, like Tracy McGrady",2018.0,51.0
Gucci Mane X Bruno Mars X Kodak Black,Barry,Wake Up In The Sky,True,"Gucci Barry White, I'm singing to your ho",2018.0,11.0
Travis Scott,Willie,Wake Up,True,"Any given Sunday, you can get it, Willie Beamon",2018.0,30.0
Migos Featuring Drake,Jane,Walk It Talk It,True,I bought a plain Jane Rollie,2018.0,10.0
Migos Featuring Drake,Tommy,Walk It Talk It,True,"Used to be with Vashtie at Santo's, that's on Tommy Campos",2018.0,10.0
Eminem Featuring Beyonce,James,Walk On Water,True,"I'm not God-sent, Nas, Rakim, Pac, B.I.G., James Todd Smith",2017.0,14.0
Eminem Featuring Beyonce,Jesus,Walk On Water,True,But I ain't no Jesus,2017.0,14.0
Eminem Featuring Beyonce,Prince,Walk On Water,True,"And I'm not Prince, so...",2017.0,14.0
Eminem Featuring Beyonce,Sean,Walk On Water,True,"The \Speedom\"" verse now Big Sean""",2017.0,14.0
Eminem Featuring Beyonce,Stan,Walk On Water,True,"Bitch, I wrote \Stan\""""",2017.0,14.0
NAV Featuring Lil Uzi Vert,Stevie,Wanted You,True,"Stevie Wonder, I can't see you",2017.0,64.0
Logic Featuring Young Sinatra,Bobby,Warm It Up,True,Little Bobby never second guess that he goin' make it one day,2018.0,98.0
Logic Featuring Young Sinatra,Jessica,Warm It Up,True,Until I have more sex in the city than Jessica Parker,2018.0,98.0
Logic Featuring Young Sinatra,Jim,Warm It Up,True,"You got your Jim Carrey on, \Liar liar\""""",2018.0,98.0
Logic Featuring Young Sinatra,John,Warm It Up,True,Give me the hand like John the Baptist,2018.0,98.0
Logic Featuring Young Sinatra,Peter,Warm It Up,True,Pass the Mary Jane like I'm running a train with Peter Parker,2018.0,98.0
Logic Featuring Big Sean,Sean Don,Wassup,True,"Sean Don and Logic, instant classic",2018.0,83.0
Logic Featuring Big Sean,Jaden,Wassup,True,"Call me Syre, like Jaden, fool",2018.0,83.0
Logic Featuring Big Sean,Jay,Wassup,True,As many ways as Em and Jay did Renegade,2018.0,83.0
Logic Featuring Big Sean,Phil,Wassup,True,"Big boy money, Uncle Phil here",2018.0,83.0
Travis Scott Featuring Lil Uzi Vert & Kanye West,Chase,Watch,True,"Bust a bankroll in the club, where's Chase?",2018.0,16.0
Travis Scott Featuring Lil Uzi Vert & Kanye West,Jane,Watch,True,"All white, that Plain Jane, yeah",2018.0,16.0
Travis Scott Featuring Lil Uzi Vert & Kanye West,Larry,Watch,True,I could tell Larry David was the mind behind Seinfeld,2018.0,16.0
Travis Scott Featuring Lil Uzi Vert & Kanye West,Phil,Watch,True,"I feel trapped, Jordan with no Phil",2018.0,16.0
Travis Scott Featuring Lil Uzi Vert & Kanye West,Ricky,Watch,True,"Rockin' that Ricky and Raf, here my sweater",2018.0,16.0
Ugly God,Mike,Water,True,Bitch I'm balling like Mike,2017.0,100.0
Meek Mill Featuring Young Thug,Kevin,We Ball,True,Kicking shit with all these bitches like he's Kevin Gates,2017.0,96.0
Russ,Katia,What They Want,True,"Got a chick, I call her Katia",2017.0,98.0
